reviews.rating,reviews.text,reviews.title
2,"I received this as a Christmas gift. I was excited about this new product and downloaded the Alexa App. I am not an Amazon Prime member and I did not joined the free trial. I asked questions to my Alexa and it usually did not provide any answers, or couldn't understand my questions despite giving simple commands. The device looks good and the LED light on top that turns on when you speak to it is great. Sound is good for music. However, I did not feel that it was a good assistant. I did not like that you have to download skills to make Alexa have more function. You always had to speak Alexa, and then ask the skill you downloaded. It then gets to a point that you don't even remember what skills you downloaded so you always had to look at your phone or mobile device to see what you had. I exchanged it for the Google Home and it has been a better device. It plays music from Google Music and not only music that you have purchased. It answer a lot of questions and gives you great news briefing instead of downloading the particular skills. It also provides more answers to questions and I was surprise by the detail of the answer at time. I highly recommend to Google Home device. I have not tested it with chromecast, Smart TV, or with Smart home appliances such as Nest, etc.",Does basic functions but not what I expected.
2,"When I first saw this product it was a must have for me. I researched this product for weeks and was happy with what I had read. After getting the product home I must say it was OVER RATED!. This product is not user friendly, only 1 user can register, Alexa does not have the answers to much. I returned it after 5 days. Very unsatisfied",Very Unsatisfied
2,"I can say it does recognize every accent, but there were too many questions unanswered.",I'm not happy with it
2,"Had all kinds of problems in registering it and getting it to work Had Customer service from Best Buy, Amazon and my internet provider trying to help, but to no avail.",Could not get it to work. Had to return it
2,Must have Amazon paid service to play music from the cloud and must be set up from the mobile app. Not portable. Cannot connect to Fire tv. Took some getting use to for me to get the commands right to change my nest thermostat. Must use the app to install 3rd party skills to the app to control smart devices.,Not all what I expected. Siri answers better.
2,We returned this item after 2 weeks. It took a lot of repeated request to get it to listen to us and it just wasn't as easy to use as I thought it would be.,Fun (when it worked)
2,Wasn't what I thought it would be. Not a good investment.,Echo
2,"Alexa is tall, slim and attractive but too jealous to use Google and that makes her rather dumb. And she is just a shill for Amazon prime. Dropping the personification, music volume changes annoyingly with different songs and over time. The database Amazon Echo draws from is very limited: Alexa can tell you what the weather is but not what the most common woman's shoe size is; what Serena Williams' age is but not how many guns Ruger sold last year. Stand by for more tech-savvy companies to take the Echo concept to maturity.",Good Music Fidelity & Voice Recognition
2,Not what I expected .. This thing pretty much runs according to skills & not just ask a question & it searches the Internet. I find Siri much better because it does search the net. I can ask the same question the same way & you always get an answer with Siri but not with Alexia. It always say I do not understand the question. Again this thing needs much improvement & it's not worth the price tag especially when Siri is included with my iPhone.,Still needs improvements
2,I think Ok Google can do the same or more. I found annoying by saying Amazon or other echo names repeatedly to get some answers if you get them. May be in future I may try when it is more practical,Good Idea but far from practical use.
2,"Not sure what all the hype is about, this AI is remedial at best. It responds with the exact same answer to vastly different questions. Not intuitive at all. Save your money.",Extreme Disappointment
2,"I was hoping for a 'google' experience, but it isn't there yet. There is a lot of questions that it can't answer. I hope, and expect it to get better. The music player is a nice feature that I use frequently.",I expected it to be better
2,My hubby bought this for me since I was constantly googling questions on my phone. I was so excited to start asking it questions..... the only problem is Alexa doesn't have any of the answers. Music sounds great on it but that's about it. Not impressed. Save your money.,Over priced blue tooth speaker
2,I am not impressed at all I think you should save your money and get a smart watch instead. This is a expensive item and doesn't do enough for the money you spent. The weather timers adding things to your calendar that's just not enough half the things you ask her she said she doesn't understand,Not impressed
2,"I really liked the idea of having a device I could talk to out of nowhere that would answer (although our cells phones can do similarly, but you have to turn them on and press buttons, etc.). It is also gratifying to be able to tell a device to play music and it does. I was quite disappointed in the ability of Alexa to answer any serious questions. Jeff needs to pay to send his programmers back to search school. So many times Alexa says a phrase similar to I don't understand the question So basically I paid for a radio. I paid extra for the larger one, but the output is still no different than a clock radio. Come on Amazon!!!",Amazon Echo falls short of expectations
2,Crazy that you have to buy these separate for some kindle products that should come with one,works
2,"The only problem that I had is that it should have been included with the Kindle Paperwhite. There is no way to charge the Paperwhite unless you buy the charger. The charging port on the Paperwhite is so small that nothing that I already have will work. Kindle does not even provide a USB cable so that you can charge from your computer. The outlet plug is cheep plastic (hollow) and will probably break, no warranty.",Required to charge your Kindle.
2,got this newer charger as it was indicated to charge faster than the one that came with my fire hdx 8.9 4th generation tablet. well i am currently using this new charger and am getting alerts on the fire tablet that i am hooked up to a low power charger it is plugged directly into the wall socket with the 5ft micro-usb cable i also just bought for it. this is not right. is it junk is it false advertising is the fire tablet wrong in its notification what is the deal amazon. i have been a loyal user but this is really not right.,beware of it not doing what is advertised and wasting
2,"Worked wonderful and fast the first couple of weeks and then just stopped working. I understand that sometimes things are just a defective piece so I logged into Amazon and attempted to exchange it,, but found out the window for exchanging it had closed. I would have attempted to return it sooner but I was out of state for several weeks visiting and helping my daughter who had just given birth to triplets, and so I'd decided I would just wait till I returned home to do it. By the time I got around to it, it was too late. So I totally wasted my money. If Amazon corrects this matter and send me a replacement, I will update my review.",Defective.
2,I only bought this because you can't get the origami case in this size. This one isn't as sturdy as the origami case and slides so that my kindle falls down a lot :(,This one isn't as sturdy as the origami case and slides so that my ...
2,"Not the best case Amazon has ever put out! I have a number of other Amazon brand Kindle and Kindle Fire cases for my various Kindle devices and this is the least effective of the bunch. It doesn't stand in any position, so I can't use my 6 hands free. It also doesn't line up properly when closed, so the Fire seems to come out of sleep mode, thus draining the battery more quickly. And finally, I have discovered that I do prefer the leather covers over whatever material this is made from. I understand that the cost of a leather case would probably be half the cost of the Kindle Fire HD 6...not that this case was any bargain at 30!!",Not an Impressive Case One person found this helpful. Was this review helpful to you Yes No
2,"I dont own this, first off. But 1 amp wont charge anything very quickly, and I only write this review because they advertised it on my Fire. The price is 19.99 as of this advert, and thats way out of line for a 1 amp charger.","One Amp, Not A Good Thing"
2,"I had originally decided to get a kindle instead of an iPad due to the cost. It's a great screen and has good sound, but the battery is pure junk! I should have went with an iPad.",You get what you pay for.
2,"I love the kindle and have had one in one shape or another since they first came out, but I just could not take how slow this model was. I returned it and purchased a Samsung tablet.",Size and design is good but very slow
2,just okay! Product was for my girlfriend. Doesn't appear she uses it much except to steam music. Most of the questions I ask it I get nothing. I like Siri better.,Okay!?
2,"I should have done some research before buying the Tap. I would have rather had the upgraded version that is voice activated. Also, I thought it would be more like Siri where you can ask anything. Alexa's answer to most questions is, ""I don't understand the question."" The Bluetooth speaker works fine.",Impulse Buy
2,The portability is nice but misses key elements from the other two.Sound is good but this unit does not allow for the new peak in feature or allow you to add this speaker to play music all thru the house .,Save your money and get the DOT or the OG Echo
2,"While it seemed to work fine, the Tap does not have the open mic feature. While that can be best for some, I bought it as a gift and they would prefer one that listens. The Tap makes you press the mic button every time you wish to communicate with Alexa, which seems to defeat the purpose.",Returned it
2,I habe the echo and I bought this one fort my son's room but it's not as user friendly. I wish I would've just bought the other one.,Dissatisfied
2,"For the price, you should be able to use as a speaker when talking on the phone. I had to use my daughter's Beats Pill for this function, therefore it's not worth all the hype.",Not what I expected
2,Not too satisfied with the sound and it loses Bluetooth connection no matter what phone I use (either Iphone or Android).,It's Ok
2,Just really thought it would have been more useful without having to have to make additional purchases for music I like.,Not impressed
2,"The tap is a great concept, I love my echo so a portable one was that much better. However the sound is pretty terrible, no bass and can be scratchy.. It was a good concept just poor execution.",Just get a regular Echo or a good portable Speaker
2,"I'm thinking this must of been a fluke, it never worked. Had to return item but received full refund",It never worked
2,"This is fun but would not buy again. Not very informative. Keeps say ""I do not understand your question. """,A little fun but not very useful
2,"Love the Dot, Hate the Tap Portable! This device will not hold a charge for even one day. The dots are amazing though.","Love the Dot, Hate the Tap Portable"
2,I was not overly impressed with this system. I didn't realize you have to buy Amazon prime in order to use the functions. It didn't connect easily to my phone. It wouldn't just stream music saved on my iPhone. I had to download a music app and then load my music into the app. It wouldn't work. Way too much work and added expenses in order to use. Wasn't happy with that so I returned it and purchased a jbl portable Bluetooth speaker.,I returned this product
2,I was quite disappointed when I began working through the menus and discovered that my 2 year old Roku 3 was far more intuitive. Roku also allows searches of all of your subscribed services. If I am already paying a subscription fee to Netflix or HBO NOW and I can watch a tv show or movie without additional cost why should I pay Amazon to watch it? I am a fan of Amazon services and a Prime member but I also don't want to throw my money away. Roku is still the best.,Roku is better
2,"I purchased this device to stream movies to a room that had minimal apps. The I tried to activate Netflix, I kept getting an error on log-in. Then after contacting Amazon Tech help & researching found out that Amazon & Netflix parted ways and do not support each other. So, I returned the device and purchased the Roku4 instead to great satisfaction.",Inaccurate Advertisement
2,I had a hard time trying to stream movies even with a good internet connection ....was a little disappointed,Doesn't stream very well
2,Seems to be a great unit with great accessibility.,Great Unit
2,i love the service when it works. several times it had to be reset and now it's finally dead. i've had it less than a yr now...,lasted less than a yr
2,It's just ok. Will work but not what I wantedTo controlled by Amazon,Would have bought Nvidia shield if in stock
2,"Item was DOA. Reached out to Amazon IT who this happens often. I stand gratification was thrown straight out the window. I returned the item to BB where I purchased the Appel tv. Much better product and works, which is more than I can say for the Fire TV. I give the item a 2 star instead of a 1 because Amazons IT was quick to answer the phone and troubleshoot.",Expensive Cup Holder (Returned for Apple TV)
3,"It's a great starter tablet for children,very inexpensive and durable.",A starter tablet
3,"Bought this hoping for a cheaper version of iPad. Not familiar with OS. overall, not excited about it",Prefer Apple
3,Tablet is very well built for 49.99 . Only issue is the speed of the processor,Bang for the buck
3,Bought for lil brother its a ok tablet for a kid especially apps like WWE and cartoon,Good Price and tablet for child
3,"works for what needed, watching netfix app is done",okay
3,I would recommend this to anyone it quite compact and easy to use and it good for any age.,Great tablet my Neice love it
3,"ok I have played three games it's great, have had no time to do other work yet",i used so little hard to evaluate
3,Good for kids good for reading not good for much else,Ok
3,Decent tablet. I knew it wouldn't be fast but it does get the job done and it was relatively cheap.,Decent
3,Does what you would expect for the price. Not a spectacular device but it gets the job done.,Ok for the price
3,"This Kindle is great for the price. However, there are some downsides to paying for a $50 tablet. The battery life goes very quickly, so daily charges are necessary if you're a heavy reader. You also can't save anything of merit like books or magazines to a mini-SD card, thus making a purchase of one a waste of time and money.","Good eReader, Bad Battery and Horrible Storage"
3,Best at its price. Just bought it because its less when compared ot other leading tablets. good for Skype.,Best at its price
3,"This is the possibly the best Tablet if you are an Amazon store/prime centric user. But, it doesn't include the Google Play Store and doesn't include most / any of the Google apps, which are stables in the Tablet world. No Google Inbox, etc. For me, this tablet is a ""skip"". But, it's cheap and if it meets your needs you might love it.",Best tablet for the Amazon Android Store?
3,Did not care for this product. Had difficulty downloading some Aps.,Ok for child
3,this is Great for reading books or doodling at work.,help's me at work
3,"For it's price point, this is a great little tablet. As long as your not looking for something to do everything, you'll be happy. This was given as a gift and the recipient was very happy with it.",Great for a tablet for price
3,"Meets expectations consistent with the price. I don't really use it for anything. It simply can't replace my iPad. Both the screen quality and battery life are poor relative to my iPad 4 from a few years ago, so I haven't found a use for this Kindle Fire. Generally it just feels cheap and the user interface not as clean as the iPad. I think it's value is consistent with the low price point.",Meets price expectations
3,"Works fine for a $50 basic tablet/reader. Other functions, not so great. Very entry level.",Decent for the price
3,"I bought this expecting the same quality i have received in the previous 3 kindles I purchased. I am disappointed. I like the price. The home screen is just all the apps right in your face, not just the ones you want, like in the older version kindle fire. I mostly use it for reading books, and so far I'm dissatisfied. It's great to swipe to the next page, but when I want to go to settings or something else while reading I find it difficult to open. Instead the page just turns and by the time I finally get to the book settings, I've lost my spot! I downloaded the Facebook app and it's very slow. Maybe it's Amazons way of telling me that's what I get for $50 but come on. Sometimes I like to use the kindle to search the web and that too is slow. I compared it to my older version and there is a noticible difference in speed. I know there are other cool user tools, but for me I mostly use it to read and check Facebook and maybe Pinterest. It's priced well if you want it for kids, it's user friendly and my kids have already figured out all the options. I would recommend it for kids or for people who are technologically not savvy.",Slow
3,Did what I needed it to do took back to get a bigger size,Cute little tablet
3,"It works great, its just not quite what I wanted for my daughter.","Works like it should, just not what I wanted"
3,"My view comes from being only a IPad user. And my purchase purpose was for a very young granddaughter whose sole purpose right now is to steal my Ipad to watch YouTube cartoons, and she operates it very well.I'm giving this 3 stars because I'm returning this in less than 24 hours. So I didn't give this much of a chance. First it seems it REALLY wants you to sign up for Amazon Free Time ($4.99 month). Guessing my experience would be a whole lot smoother if I did that.So created the child profile on the tablet, moved the YouTube app to the profile. Opened the app and got selections for Popular, Music, Movies etc... Could not locate a ""search"" feature. After repeated tapping, got Music to open. Only to get a warning that ""this content is restricted in the Amazon Free Time app"". What? So I have to join to unlock YouTube? I'm technically savy so the fact that I was frustrated didn't bear well for the granddaughter. Maybe there was another way around this but I didn't look. Should not have to.Couple this with the random ads for games, Amazon Prime, etc that pops up and that was enough for me. So going back to get a Windows tablet where you click on the YouTube app you get what you are expecting without restrictions. For the $49.99 price I had to try this. But not for me.",Amazon Free Time Ad machine
3,Better quality then most tablets in same price range. I still suggests the accident protection plan or at least a okay case for it. Ads on lock screen is a bit of a let down but it functions like its supposed to.,Decent Quality
3,"If you don't mind the slow performance, it is a good tablet for the price.",Slow disposable tablet
3,"I would say this is great for kids, but the apps are very limited. There are only a few good free apps in the kindle store. The battery life is very poor. The volume is either loud or it can't be heard. It's hard to find a good middle ground. Overall it's still a good tablet for the price.",Sturdy & durable
3,I like the Kindle Fire. I use it to access my movies and apps. I use it for my gaming apps.,Gets the job done.
3,don't care much for it you have to purchase any apps that r used on daily basis,great color on tablet
3,This Tablet anonymous me so much simple apps like You Tube are a hassle to get and unless you know about .apk you are lost. Great for readers and simple web surfing. I do like the free games from underground. My unit arrived damage. Amazon replacing let's see how that goes.,Not For Previous Tablet Owners
3,"I was in best buy having computer worked on, waiting I saw the Amazon fire 6, and saw the great price and bought it. I have been pleased with the features and user friendly.",My first tablet
3,This is a good basic tablet bought it for my 4 year old. Only complaint is that it doesn't have one of the most popular games ( despicable me) which my son loves so he still have to use mine for that. Plz update software Amazon!,Basic tablet
3,Good product for the money. Compared to earlier versions not as durable. The outside casing is plastic. Not good. For the money good buy.,Good entry level tablet
3,"Got 3 of them, great cost for what you get. My kids are down to only one left. Killed 2 of them sadly. Setting up can be a pain. Kids keep asking to add more apps. You have to delete the old to add more. I'm starting to dislike them more then the kids like them.",Does the job
3,"There are some things I can't download. But, good.",My old kindle could download more apps.
3,It was given to my friend as a gift. I hope he likes it.,Gift
3,Fast up to 5 windows open without problemsCamera not very good pics come out blurry,overall great starter tablet
3,Good product for $50. External SD card is nice option.,Good for price
3,"Purchased this to mainly read books after my Nook died. Can't beat the price, but the print quality isn't as good as some other tablets. It's more like black on grey as oppose to crisp white. It can be a little difficult to read from versus the higher price tablets.",Nice basic tablet for the low price
3,The only thing that I didn't like was that I had to sign up with Amazon Prime in order for my son to get unlimited games. I ended up paying a little bit more.,Great tablet for the price
3,"I bought a first generation Kindle Fire a few years back, when it was on sale for something like 185.00 and loved it. It took a bit of a beating and I had recently begun to think about buying a replacement. I think that original tablet would probably be more comparable to the Fire HD 10 or something. So my experience with this version is colored by the higher quality first generation model. I also use a Surface Pro tablet as my personal/work computer, so that too probably color my opinion. Out of the box this is lighter than the original. Upon powering up, the original bookshelf carousel is now replaced by a more standard tablet home screen. In terms of processing speed this version feels a little slow. Games I had on the original seem to struggle a bit on the new Fire. Web-browsing is not terrible but is not terribly fast either. In the end, if you want a good e-reader on a budget with a few extra features, this is a great buy. If you're looking for a serious small tablet, you may wish to add a bit more to your budget and get one of the older siblings.",Decent $50 tablet/e-reader
3,Initially I bought this for my son and he's been using it everyday with a protective cover since my purchase my only issue I have really with the unit is that the charging port is in a horrible position and it's very difficult to insert the charger easily I may have a defective unit which I may have to return since the charging port is quite loose the price was right but quality could be a little better,Overall good value but needs improvement
3,Not bad for an entry-level tablet. Pretty much what I expected for the price I paid for it. My four-year-old loves it,Well worth the price
3,"Good tablet for the price. Was looking for a substitute for the Amazon Fire HD 7 that my son lost, and this is a pretty good replacement. Not that much of a difference.",Good tablet
3,Bought this for my 82 year old dad. It was to complicated for him to use. I couldn't figure enough of it out to be able to explain it all to him in the time I was visiting him. Returned and bought a different kind.,To complicated
3,"So I love my electronics. I have an Ipad but when I saw this on sale I got myself one just to have since I am a prime member I figured I could use this too. The only thing I like about this is that you an expand the the storage. If the Ipad had that option it would be amazing. So since I then expanded the memory I can have more movies to watch offline. Camera is horrible, So I would say if you have a younger child, this may be decent but nothing compares to an ipad.",JUST OK
3,"You get what you pay for. A small tablet, with OK specs. What was annoying about this tablet was the fact that you have to pay to remove ""offers."" You shouldn't have to pay to remove bloatware.",Too small
3,Ok reader battery power not what advertized. Not able to upgrade,Good reader battery power not what advertized
3,The screen is Crack already with the kids proof case,Good
3,Pro's The colors on the screen are AWESOME. It is easy to operate and move around in and has lots of app's in stalled. Con's The operating speaker has very low output and is hard to hear.,Kindle Fire is a good beginner tablet
3,If your looking for a simple tablet that does basic things? This is the one for you. I like it.,Simple Tablet for the price
3,Bought for my son.. He really liked it for a starter tablet,Great begginer
3,It's good and fast. It does what you want it for. I use it mainly for reading and my son plays a few games on it. Alright product.,Good for the price
3,"When i first got the tablet the screen was damaged, overall it's a decent tablet. Its sorta slow, at the end of the day all i gotta say is only bruisers remain.",It was decent
3,It's great! The price is right. You can load lots of books and cloud is unlimited to keep your books,Good
3,Pad 50 bucks for this tablet and have been happy with it used a an internet reader. Can play video with some lag and buffering,Affordable reader tablet
3,Kindle is nice for road trips to watch movies. Good battery life. It's cool.,Good
3,"Very simple, works good for checking email and surfing. Very Amazon intense. Lots of advertising.",Ads
3,If you are fan of iOS and iPad then you will not like this product. I prefer to give it to either kids who want to play and watch videos or people who loves to read( only if they Amazon prime account).,Ok ok
3,"it's just ok for a tablet, it doesn't have google play store of course which limits a wide variety. I would think by now they would offer most of the play store apps but nope. It's slow and browser doesn't load pages with flash or graphics good. poor camera. but it functions ok for a cheap tablet. i didn't expect a lot, but did expect better from kindle.",it's just ok for a tablet
3,"Navigating around the tablet can be somewhat confusing at times, but for the price you cannot get a better tablet.",Great tablet for the price
3,I was really hoping for this to take place for my phone with my kid. It did not. It works decent to stream videos.,You get what you pay for
3,Tablet works wells for easy reading. It is also very lightweight.,Good for the price
3,I bought the Amazon Fire thinking it was all that and it is as long as I am home with a strong wifi. It does not pick up wifi good the connection is very weak when I try to connect elsewhere like I have to be right near the box or it doesn't pick up. But I find that with my camera also an Amazon product. Ok so that may be the problem.,Disappointed
3,"This is a great tablet for kids. I like the fact that it is not expensive, in case it is lost or broken. I bought a second tablet for my son and it works great!",Good tablet.
3,Good for beginners. Wanted something simple and that's what I got,Good tool
3,"For my 11 yr old, serves it purpose which is playing games and listening to music",Good for the money
3,Bought it so my son would stop grabbing for my phone. Does what it needs to but battery life is horrible,Cheap but works
3,If you are buying it is a great price. To buy for you kids . They should come with a case for same price.,Great for kids
3,"Bought to replace our broken kindle reader. Good battery life and size, much heavier than our old paper white. Easy to organize and find your documents, and books with. Wireless works smooth so far.",Overall good device.
3,Sad that I had to replace my original Kindle due to inability to recharge the unit. Now with this model the charge plug is a pain to use. Kindle please work on your designs.,basic kindle
3,"Slightly slow. However, really good for the price. Also... these Amazon tablets don't use the normal google app store... they use the Amazon app store, which is not as extensive as the Google App store. This can be a significant drawback.",Slightly slow. But good for the price.
3,This movie could have been a little more action packed. Ok for what it was,Was an ok movie
3,"Screen, camera, and processor don't perform too well but for the price you pay, it's definitely a bargain.",Great tablet for the price!
3,Good starter tablet. Best used as a book reader. Not really for business use,Good starter tablet
3,PPI too low for reading.. kinda regret getting it.. should've gotten a used ipad instead.,OK tablet
3,I love that my son loves to read and all so the Kindle is perfect for him. It updates and is very easy to use. I don't like that it's as fragile as it is. My 12 year old has plenty of electronics but the screen has already cracked on this one. I'm not too happy about that.,Great but fragile
3,Good tablet for reading books you love... still need to get used to it since all I have used in the past are apple products .,Good product
3,Got this on sale during Black Friday. Great little tablet for the price. It isn't fast but gets the job done.,Cant beat the price
3,"It's nice for the price, nice gift for kids and grandparents",Basic and affordable
3,Great tablet but after about a year it starts acting up and you cannot get help from Amazon to fix it.,Great Tablet
3,"Smaller than I thought and processing speed is not very good. With that said, for the price you can't beat it...",Can't beat the price but...
3,Very good experience okay at the Niles Ohio location. Great price for children 6 to 11 that aren't real responsible. Did not buy warranty on the tablets priced a little high for something that was as priced as low as they were.,Great tablet for youngsters
3,Good as a reader. Decent tablet for price. After a few months battery drains quickly.,Great for kindle app
3,The free Geek Squad virus protection does not work and the apps you can download are limited.,"I like the actual product however,"
3,"I'm ambivalent about this tablet. It's a great price point and the picture quality is amazing. It's great for watching Netflix. But, you are locked in to only the apps available on Amazon. I can't download my browser if choice or even the google search app. Additionally, the tablet is linked to Amazon, and basically unusable if you don't have a valid Amazon account, I bought an additional tablet for a non Amazon person and they couldn't download any apps.",OK beginner tablet
3,Got this for my daughter & grandson for their birthday.,Great birthday present
3,Over all the product is good and works as advertised but lately it is constantly having issues keeping enet connection and even worse has issues updating. We were told this is a larger amazon network issue.,Good for the sale price
3,"If you just want to watch movies or shop, it does the job. Not enough memory to do much else. But for the price its great for kids.",plain and simple
3,This is good for beginners but not very good . Its wifi work terrible,Its okay
3,"I own 3 of these kindles, for my children who are young. They can take some wear and tear, but recently one of mine quit charging. The charger will no longer connect with the port inside the kindle. The kindle itself was working just fine, but since it can no longer be charged, it is no longer functioning. I am really disappointed, and plan on buying a replacement. My children love being able to play on the kindle and for the price you really can't beat the deal.",Decent tablet for the price
3,"Seems like a good value, though I'm not sure how much it allows Amazon to spy on me. Major problem, does not connect my WIFI at home. My Android and Lap Top connect; and the Fire connects elsewhere, not sure if it's a WIFI problem or a Fire problem. Will contact Amazon to see if they can tell. Otherwise I would recommend.",Almost a very good cheap smaller tablet
3,"Was a bit difficult to initially set up. Ease in operations would be great, the tablet doesn't hold battery well at all. It seems that maybe and hour or two goes by before time to re-up on battery life.",Okay
3,"This is not as cheap feeling as I thought it was going to be. It's definitely not in the iPad class but it's not bad for what it is. I ordered online and did not have one in my hands until mine arrived. Pros: The screen is decent, sound is loud enough for me, no lag scrolling and Real Racing 3 plays smoothly. Cons: The major down side is battery charging time, battery life and built in storage space. When it arrived, it was showing 76% remaining. After less than 2.5 hours use, it had to be charged. I just read where it can take 6 hours or longer to charge. My iPad Air 2 can fully charge in a few hours from 0%. Built in storage is not enough. Yes you can get micro SD cards however some apps will only install on the built in storage. Also, you can not delete Amazon apps without voiding the warranty. And unless I'm missing something, you can't move them either.So if you are looking for something to use casually for web surfing, email, watching movies, reading books and the occasional game, this should be just fine...keeping in mind the battery life and lack of built in storage. But you won't be doing any serious work on this like you can on the iPad's. But to be fair, this is 1/10 the price of my iPad Air 2 and 1/8 the cost of an iPad Mini 4. But I don't believe it's meant to be a direct iPad competitor. Because if it were, it would fail miserably.",Good for what it is
3,"These were gifts for young family members and they are really enjoying them, but the initial setup was a pain",3 happy neices and nephews
3,Great gift for a young teen.tereat price. Terrific.,Easy to understand
3,Had about 6 months very slow Started out good but has been getting slower . Cleared everything still not good,Very slow
3,I prefer apple products myself. But this is perfect for children,It's good for kids
3,"The Kindle is a great tablet for minor tasks and games or for a child. I haven't had it long, but I'm able to use it for what I bought it for, e-books for school.",My opinion
3,It was a nice tablet for the price. It's a nice beginner tablet and a good tablet for children.,Ok tablet for the price.
3,"Limited apps, screen not as easy to touch. Good for the price.",Overall good not great
3,"This tablet is AWESOME to say the least, however the charger port is faulty and does not work properly. I need a replacement for my granddaughter who absolutely LOVES this product, as well as my other two grandchildren. Their Kindle is a staple in their lives!",Excellent Tablet but charger port is faulty
3,We got one of these for my mother in law. She mostly plays games and looks at things online. The tablet is good for a minimal browsing and games...not for expert use.,Good for beginners
3,I had wanted a Fire for about 3 Years but didn't pick one up but this time I did. Wasn't what I thought it would be like.,Not sure
3,This a great tablet for the parents who enjoy playing games.,great product
3,I don't read the books. I'm still learning about it. I don't really even use it.,I'm still learning about it
3,Bought for grandchild who is 10 and she loves it. Easy for her to handle and navigate. Price was awesome!,Kindle fire
3,"Bought this for 4 year old to watch Netflix and movies via Google Play.The entire user experience is Amazon-centric. The OS appears to be Android-based but is repackaged/rebuilt as FireOS. As a result this device does NOT have an Android OS user-interface.I was able to install the NetFlix app but I did not test it. You cannot load the Google Play app, which means that all the kid's movies (i.e. Toy Story, etc) that we intended to play are not available. For this reason alone the device is getting returned today.",It is an Amazon device. Period
3,Bought this on sale during Black Friday. Disappointed that there aren't more apps available. Will be returning.,You get what you pay for
3,"Great if you read alot of magazines, books or plan to spend alot of $ for music and stuff...most aps arnt available like google play store",ereader
3,"My only comment, the pre installed apps cannot be removed. I purchased the 8GB model. Only about 2 GB of storage available.",Great Price!
3,Screen resolution could be better. I got what I paid for. Fine for browsing.,Mediocre or medium quality
3,If u have kids or just need a basic tablet this is a good 1 for starters. Only thing I dont like are the ads that show when u unlock it,Nice basic tablet
3,basic tablet. Good for beginners. Easy to carry. It can be used with ease.,basic table
3,We use this as an extra tablet for the coffee table and it does everything we need for a basic tablet,Great tablet for the price
3,Just ok even for the low price of 33$. It's more like a toy than a tablet.,Just ok
3,My daughter loves her tablet. However we had to replace the first one we bought as it couldn't connect to the wifi properly. The second one works fine now.,Good tablet wifi concern
3,Good tablet to purchase for a first time tablet user.,Good Starter Tablet
3,Works well but after memory builds it starts acting up. Shuts on and off randomly. But for the price it's ok.,Similar to iPad but has defects
3,This item was a gift. I've heard that it was a great product for the value. Recipient loved it.,Gift
3,"Each time that the Kindle Fire needs to be unlocked, an advertisement pops up on the screen. To remove these ads cost an additional fee, so be aware that this is the case. I have owned Nooks previously and they were more flexible in usage - such as being able to read epub books easily, for example.","Works ok, but the ads are annoying"
4,Really beautiful display is great for watching movies and playing games. It is very powerful for the price and you can play lots of games from Amazon for free - they even remove microtransactions from lots of games.Only downside is you need Amazon Prime to get the most out of your tablet,Great tablet
4,Graphics are great for the price. Would highly recommend.,Great product
4,The pad worked as I thought but the screen wasn't as vibrant as our iPads. Still a great deal for the price.,Great Pad but still not the best
4,"I like the shape and size of this Kindle, and the graphics are good. But if I play a game for very long the charge seems to run out pretty quickly. It is very good for books and for music. I would recommend it for those categories.","Easy to read, but loses charge fast"
4,It is very easy to use for children . We have loved having one and are hoping to buy another one for kids Christmas !!,Great for children and learning.
4,good price for the product. I purchased for my middle school son.,Decent tablet
4,"A great Kindle reader. Easy to order, read and store books. Also speedy for finding Amazon products and ordering them. But the other apps are really slow - too slow.",A nice Kindle Reader
4,Easy to use as a tablet and easy to use as a ebook reader,Great ebook reader
4,"Not sure if this is due to the new version but I'm not able to install or even sideload certain apps onto the tablet. Amazon is really trying to lock out non-Amazon apps namely ones from Google. Aside from that though, performance is already and what you'd expect from a tablet in this price range. This was purchased for my mom and it does what's needed and my mom has no complaints thus far.",One flaw
4,Tablet is working good for what we wanted it to do.,Good tablet
4,"Still waiting for Alexa to function. Several calls to Amazon supportled to conflicting answers on how to get it to work, then told it isnot yet available on all Fire HD 8 tablets.","Great, but awaiting Alexa feature"
4,"The Amazon Fire Hd8 has great features. The size is perfect to carry anywhere. Excellent apps and accessible to books, movies, games etc. Clear screen. it was very quick and easy to setup and begin using.",Great features!
4,This tablet is a good one for everyday use. It is small but it has a clear image. Not sure if I really wanted one this small but its ok for now.,Its a good small tablet
4,"This does not run Android, so no Google Play store. Amazone apps are moztly the same titles, but not all are available that you can get through Google Play. Bought this for our daughter and she enjoys it. If you have an Amazon Prime subscription you can get a lot more out of this tablet as well.",With Amazon Prime it is a great tablet
4,bought as a gift she loves it great with amazon prime,good
4,Tablet is good for beginners and those that like to read,Good Deal
4,"It worked really well for me as I am unschooled in ipads. I used it while traveling and it was easy to use and did the things I needed, i.e. maps, books downloaded, internet access, youtube, etc.. I don't play games, so cannot comment on that.",Great ipad for a beginner such as I am
4,I bought this to replace a Samsung Galaxy Tab 3. I absolutely love the Kindle HD 8. It was easy to set up and very easy to find my way around. The only reason I took off 1 star is that I have found some apps are not available for Kindle. But so far from info I have read online there are ways to resolve this issue.,Excellent tablet for the price
4,Just a simple kindle. Doesn't have the glass back.,Great basic kindle
